"ClimateZone","Code","N_models","N_species","EI_min","EI_max","EI_count","GI_min","GI_max","GI_count","Latitude","Longitude","EI","GI","generations","CS","HS","DS","WS","EI_min_cor","EI_max_cor","EI_avg_cor","GI_min_cor","GI_max_cor","GI_avg_cor"
"Continental","536810","9.0","5.0","","","0.0","","","0.0","-37.675","176.125","19.0600333333333","19.0600333333333","1.822","0.0","0.0","0.0","199.8","0.0","57.54","19.0600333333333","0.0","57.54","19.0600333333333"
"Continental","536821","9.0","5.0","","","0.0","","","0.0","-37.675","176.125","19.0600333333333","19.0600333333333","1.822","0.0","0.0","0.0","199.8","0.0","57.54","19.0600333333333","0.0","57.54","19.0600333333333"
"Continental","536831","9.0","5.0","","","0.0","","","0.0","-37.725","176.225","20.3622333333333","20.3622333333333","1.817","0.0","0.0","0.0","199.8","0.0","57.445","20.3622333333333","0.0","57.445","20.3622333333333"
"Continental","536832","9.0","5.0","","","0.0","","","0.0","-37.725","176.225","20.3622333333333","20.3622333333333","1.817","0.0","0.0","0.0","199.8","0.0","57.445","20.3622333333333","0.0","57.445","20.3622333333333"
"Continental","537000","9.0","5.0","0.0","57.54","1.0","0.0","57.54","1.0","-37.675","176.125","19.0600333333333","19.0600333333333","1.822","0.0","0.0","0.0","199.8","0.0","57.54","19.0600333333333","0.0","57.54","19.0600333333333"
"Continental","537100","9.0","5.0","","","0.0","","","0.0","-37.675","176.125","19.0600333333333","19.0600333333333","1.822","0.0","0.0","0.0","199.8","0.0","57.54","19.0600333333333","0.0","57.54","19.0600333333333"
"Continental","537201","9.0","5.0","","","0.0","","","0.0","-37.675","176.125","19.0600333333333","19.0600333333333","1.822","0.0","0.0","0.0","199.8","0.0","57.54","19.0600333333333","0.0","57.54","19.0600333333333"
"Continental","537202","9.0","5.0","","","0.0","","","0.0","-37.675","176.125","19.0600333333333","19.0600333333333","1.822","0.0","0.0","0.0","199.8","0.0","57.54","19.0600333333333","0.0","57.54","19.0600333333333"
"Continental","537301","9.0","5.0","","","0.0","","","0.0","-37.675","176.125","19.0600333333333","19.0600333333333","1.822","0.0","0.0","0.0","199.8","0.0","57.54","19.0600333333333","0.0","57.54","19.0600333333333"
"Continental","537302","9.0","5.0","","","0.0","","","0.0","-37.725","176.125","17.1555666666667","17.1555666666667","1.817","0.0","0.0","0.0","199.8","0.0","57.499","17.1555666666667","0.0","57.499","17.1555666666667"
"Continental","537400","9.0","5.0","","","0.0","","","0.0","-37.675","176.125","19.0600333333333","19.0600333333333","1.822","0.0","0.0","0.0","199.8","0.0","57.54","19.0600333333333","0.0","57.54","19.0600333333333"
"Continental","537500","9.0","5.0","","","0.0","","","0.0","-37.725","176.125","17.1555666666667","17.1555666666667","1.817","0.0","0.0","0.0","199.8","0.0","57.499","17.1555666666667","0.0","57.499","17.1555666666667"
"Continental","537601","9.0","5.0","0.0","57.499","1.0","0.0","57.499","1.0","-37.725","176.125","17.1555666666667","17.1555666666667","1.817","0.0","0.0","0.0","199.8","0.0","57.499","17.1555666666667","0.0","57.499","17.1555666666667"
"Continental","537602","9.0","5.0","","","0.0","","","0.0","-37.775","176.125","13.9500333333333","13.9500333333333","1.72833333333333","0.0","0.0","0.0","199.8","0.0","55.324","13.9500333333333","0.0","55.324","13.9500333333333"
"Continental","537700","9.0","5.0","","","0.0","","","0.0","-37.725","176.125","17.1555666666667","17.1555666666667","1.817","0.0","0.0","0.0","199.8","0.0","57.499","17.1555666666667","0.0","57.499","17.1555666666667"
"Continental","537800","9.0","5.0","","","0.0","","","0.0","-37.725","176.125","17.1555666666667","17.1555666666667","1.817","0.0","0.0","0.0","199.8","0.0","57.499","17.1555666666667","0.0","57.499","17.1555666666667"
"Continental","537900","9.0","5.0","","","0.0","","","0.0","-37.725","176.125","17.1555666666667","17.1555666666667","1.817","0.0","0.0","0.0","199.8","0.0","57.499","17.1555666666667","0.0","57.499","17.1555666666667"
"Continental","538000","9.0","5.0","","","0.0","","","0.0","-37.725","176.225","20.3622333333333","20.3622333333333","1.817","0.0","0.0","0.0","199.8","0.0","57.445","20.3622333333333","0.0","57.445","20.3622333333333"
"Continental","538101","9.0","5.0","","","0.0","","","0.0","-37.725","176.125","17.1555666666667","17.1555666666667","1.817","0.0","0.0","0.0","199.8","0.0","57.499","17.1555666666667","0.0","57.499","17.1555666666667"
"Continental","538102","9.0","5.0","","","0.0","","","0.0","-37.725","176.125","17.1555666666667","17.1555666666667","1.817","0.0","0.0","0.0","199.8","0.0","57.499","17.1555666666667","0.0","57.499","17.1555666666667"
"Continental","538201","9.0","5.0","","","0.0","","","0.0","-37.675","176.125","19.0600333333333","19.0600333333333","1.822","0.0","0.0","0.0","199.8","0.0","57.54","19.0600333333333","0.0","57.54","19.0600333333333"
"Continental","538202","9.0","5.0","","","0.0","","","0.0","-37.675","176.125","19.0600333333333","19.0600333333333","1.822","0.0","0.0","0.0","199.8","0.0","57.54","19.0600333333333","0.0","57.54","19.0600333333333"
"Continental","538301","9.0","5.0","","","0.0","","","0.0","-37.775","176.175","14.1569666666667","14.1569666666667","1.60233333333333","0.0","0.0","0.0","199.8","0.0","51.699","14.1569666666667","0.0","51.699","14.1569666666667"
"Continental","538302","9.0","5.0","","","0.0","","","0.0","-37.725","176.225","20.3622333333333","20.3622333333333","1.817","0.0","0.0","0.0","199.8","0.0","57.445","20.3622333333333","0.0","57.445","20.3622333333333"
"Continental","538303","9.0","5.0","","","0.0","","","0.0","-37.725","176.225","20.3622333333333","20.3622333333333","1.817","0.0","0.0","0.0","199.8","0.0","57.445","20.3622333333333","0.0","57.445","20.3622333333333"
"Continental","538501","9.0","5.0","","","0.0","","","0.0","-37.775","176.325","26.9854333333333","26.9854333333333","1.844","0.0","0.0","0.0","199.8","0.0","57.913","26.9854333333333","0.0","57.913","26.9854333333333"
"Continental","538502","9.0","5.0","","","0.0","","","0.0","-37.775","176.325","26.9854333333333","26.9854333333333","1.844","0.0","0.0","0.0","199.8","0.0","57.913","26.9854333333333","0.0","57.913","26.9854333333333"
"Continental","538601","9.0","5.0","","","0.0","","","0.0","-38.075","176.225","10.3585","10.3585","1.476","0.0","0.0","0.0","199.8","0.0","47.602","10.3585","0.0","47.602","10.3585"
"Continental","538602","9.0","5.0","","","0.0","","","0.0","-38.075","176.225","10.3585","10.3585","1.476","0.0","0.0","0.0","199.8","0.0","47.602","10.3585","0.0","47.602","10.3585"
"Continental","538721","9.0","5.0","","","0.0","","","0.0","-38.125","176.275","10.9034333333333","10.9034333333333","1.45333333333333","0.0","0.0","0.0","199.8","0.0","46.269","10.9034333333333","0.0","46.269","10.9034333333333"
"Continental","538722","9.0","5.0","0.0","42.172","1.0","0.0","42.172","1.0","-38.175","176.275","9.44293333333333","9.44293333333333","1.33233333333333","0.0","0.0","0.0","199.8","0.0","42.172","9.44293333333333","0.0","42.172","9.44293333333333"
"Continental","538731","9.0","5.0","","","0.0","","","0.0","-38.125","176.275","10.9034333333333","10.9034333333333","1.45333333333333","0.0","0.0","0.0","199.8","0.0","46.269","10.9034333333333","0.0","46.269","10.9034333333333"
"Continental","538732","9.0","5.0","","","0.0","","","0.0","-38.175","176.325","9.36373333333333","9.36373333333333","1.197","0.0","0.0","0.0","199.8","0.0","38.442","9.36373333333333","0.0","38.442","9.36373333333333"
"Continental","538741","9.0","5.0","","","0.0","","","0.0","-38.125","176.275","10.9034333333333","10.9034333333333","1.45333333333333","0.0","0.0","0.0","199.8","0.0","46.269","10.9034333333333","0.0","46.269","10.9034333333333"
"Continental","538742","9.0","5.0","0.0","44.203","1.0","0.0","44.203","1.0","-38.125","176.325","9.30816666666667","9.30816666666667","1.38666666666667","0.0","0.0","0.0","199.8002","0.0","44.203","9.30816666666667","0.0","44.203","9.30816666666667"
"Continental","538811","9.0","5.0","0.0","45.851","9.0","0.0","45.851","9.0","-38.025","176.175","6.25146666666667","6.25586666666667","1.22566666666667","0.0","0.0","0.0","199.8834","0.0","45.851","6.61267407407407","0.0","45.851","6.61737407407407"
"Continental","538812","9.0","5.0","0.0","47.602","3.0","0.0","47.602","3.0","-38.075","176.275","10.1091","10.1091","1.43333333333333","0.0","0.0","0.0","199.8","0.0","47.602","10.4570111111111","0.0","47.602","10.4570111111111"
"Continental","538820","9.0","5.0","0.0","47.988","23.0","0.0","47.988","23.0","-38.075","176.425","6.2785","6.282","1.29466666666667","0.0","0.0","0.0","199.8792","0.0","47.988","8.55080289855072","0.0","47.988","8.55160724637681"
"Continental","538831","9.0","5.0","0.0","37.726","1.0","0.0","37.726","1.0","-38.425","176.575","12.0088","12.0088","1.22733333333333","0.0","0.0","0.0","199.8","0.0","37.726","12.0088","0.0","37.726","12.0088"
"Continental","538832","9.0","5.0","0.0","50.935","20.0","0.0","50.935","20.0","-38.275","176.475","11.7622666666667","11.7622666666667","1.36933333333333","0.0","0.0","0.0","199.8","0.0","50.935","10.073285","0.0","50.935","10.154995"
"Continental","538841","9.0","5.0","0.0","43.059","20.0","0.0","43.059","20.0","-38.425","176.375","13.6885333333333","13.6885333333333","1.38633333333333","0.0","0.0","0.0","199.8","0.0","43.059","12.2827266666667","0.0","43.059","12.2827316666667"
"Continental","538842","9.0","5.0","0.0","43.246","3.0","0.0","43.246","3.0","-38.425","176.275","12.7725666666667","12.7725666666667","1.29366666666667","0.0","0.0","0.0","199.8","0.0","43.246","12.1870555555556","0.0","43.246","12.1870555555556"
"Continental","538850","9.0","5.0","0.0","42.482","17.0","0.0","42.482","17.0","-38.325","176.175","13.2185666666667","13.2185666666667","1.33033333333333","0.0","0.0","0.0","199.8","0.0","42.482","11.5290921568627","0.0","42.482","11.5290921568627"
"Continental","538861","9.0","5.0","0.0","35.743","3.0","0.0","35.743","3.0","-38.125","176.025","7.13876666666667","7.13876666666667","1.093","0.0","0.0","0.0","199.8","0.0","35.743","5.89072222222222","0.0","35.743","5.89228888888889"
"Continental","538863","9.0","5.0","0.0","45.082","8.0","0.0","45.082","8.0","-38.125","176.175","8.36296666666667","8.36296666666667","1.187","0.0","0.0","0.0","199.8","0.0","45.082","8.0330375","0.0","45.082","8.0330375"
"Continental","538864","9.0","5.0","","","0.0","","","0.0","-38.075","176.075","5.36616666666667","5.37076666666667","1.078","0.0","0.0","0.0","199.8932","0.0","35.743","5.36616666666667","0.0","35.743","5.37076666666667"
"Continental","539000","9.0","5.0","","","0.0","","","0.0","-38.125","176.225","10.1065","10.1065","1.417","0.0","0.0","0.0","199.8","0.0","45.617","10.1065","0.0","45.617","10.1065"
"Continental","539100","9.0","5.0","0.0","45.617","1.0","0.0","45.617","1.0","-38.125","176.225","10.1065","10.1065","1.417","0.0","0.0","0.0","199.8","0.0","45.617","10.1065","0.0","45.617","10.1065"
"Continental","539200","9.0","5.0","","","0.0","","","0.0","-38.125","176.225","10.1065","10.1065","1.417","0.0","0.0","0.0","199.8","0.0","45.617","10.1065","0.0","45.617","10.1065"
"Continental","539310","9.0","5.0","","","0.0","","","0.0","-38.125","176.225","10.1065","10.1065","1.417","0.0","0.0","0.0","199.8","0.0","45.617","10.1065","0.0","45.617","10.1065"
"Continental","539320","9.0","5.0","","","0.0","","","0.0","-38.125","176.225","10.1065","10.1065","1.417","0.0","0.0","0.0","199.8","0.0","45.617","10.1065","0.0","45.617","10.1065"
"Continental","539400","9.0","5.0","","","0.0","","","0.0","-38.125","176.225","10.1065","10.1065","1.417","0.0","0.0","0.0","199.8","0.0","45.617","10.1065","0.0","45.617","10.1065"
