Code,x,AU2013_NAM,area_sqkm,proportionToHere,dens
610075,NA,Tiwai Point,23.7163159,0,NA
610080,NA,Toetoes,1380.49647,0,NA
610090,NA,Wallacetown,0.77258779,0,NA
610210,NA,North Gore,1.62225325,0,NA
610220,NA,East Gore,4.30347678,0,NA
610230,NA,Central Gore,0.90008991,0,NA
610240,NA,West Gore,2.12119794,0,NA
610250,NA,South Gore,1.32045608,0,NA
610400,NA,Mataura,5.32696572,0,NA
610500,NA,Winton,2.75167198,0,NA
610601,NA,Grasmere,2.75907526,0,NA
610602,NA,Waikiwi,3.05004183,0,NA
610700,NA,Rosedale,2.22214485,0,NA
610800,NA,Gladstone-Avenal,3.2734885,0,NA
610900,NA,Windsor,1.24511128,0,NA
611001,NA,Waverley-Glengarry,1.37034102,0,NA
611002,NA,Hawthorndale,1.77931342,0,NA
611100,NA,Richmond,1.43134044,0,NA
611210,NA,Otakaro Park,1.25211916,0,NA
611220,NA,Crinan,1.11755538,0,NA
611300,NA,West Invercargill,11.2467559,0,NA
611400,NA,Georgetown,1.20440485,0,NA
611500,NA,Newfield-Rockdale,3.45048738,0,NA
611601,NA,Heidelberg,1.93363005,0,NA
611602,NA,Strathern,1.17649285,0,NA
611700,NA,Appleby-Kew,2.03030147,0,NA
611800,NA,Kingswell-Clifton,4.62515957,0,NA
611900,NA,Tisbury,3.50873747,0,NA
612100,NA,Bluff,8.94231574,0,NA
612200,NA,Nightcaps,1.9454797,0,NA
612300,NA,Ohai,1.10024754,0,NA
612400,NA,Te Anau,4.59637544,0,NA
612500,NA,Tuatapere,1.99628384,0,NA
612600,NA,Otautau,1.98373038,0,NA
612712,NA,Manapouri,6.84218957,0,NA
612713,NA,Mossburn,22.3641632,0,NA
612714,NA,Mararoa River,4511.79001,0,NA
612715,NA,Inland Water-Lake Te Anau,344.431372,0,NA
612720,NA,Wairio,1463.12856,0,NA
612730,NA,Te Waewae,2304.05606,0,NA
612740,NA,Fairfax,678.238063,0,NA
612801,NA,Riverton East,1.40041739,0,NA
612802,NA,Riverton West,3.57573896,0,NA
612901,NA,Fiordland,7265.62008,0,NA
612902,NA,Inland Water-Lake Manapouri,138.847578,0,NA
612903,NA,Inland Water-Lake Hauroko,71.1074595,0,NA
613000,NA,Stewart Island,1681.78646,0,NA
615800,NA,Mokohinau Island,0.76046625,0,NA
615900,NA,Little Barrier Island,30.6939317,0,NA
616001,NA,Kaikoura and Rangiahua Islands,5.25462727,0,NA
616200,NA,Rakitu Island,3.29155048,0,NA
616300,NA,Browns Island,0.59532588,0,NA
616400,NA,Aiguilles Island,0.60303366,0,NA
618300,NA,Te Motu Island,0.13549455,0,NA
618400,NA,Motiti Island,6.80704583,0,NA
618500,NA,Mayor Island,13.0752046,0,NA
619302,NA,Islands-Thames-Coromandel District,2.86175142,0,NA
619701,NA,Moutohora Island,1.71979638,0,NA
619900,NA,White Island,3.16065187,0,NA
620000,NA,Inland Water-Lake Taupo,615.082562,0,NA
620904,NA,Bare Island,0.131651,0,NA
626500,NA,Dog Island,0.19602636,0,NA
626700,NA,Centre Island,1.02840357,0,NA
626801,NA,Inlet-Bluff Harbour,0.41623552,0,NA
